lifecycle_drift,adaptation_time,oscillation,osc_period,agent_id,label,n_active
2.0146065992817643,1.0,0.060001270734110046,20.75,2081633662,human,166
0.5216239150935916,1.0,0.03448528001979099,194.66666666666669,2144797380,human,584
3.374596996983593,31.0,0.22623960816005945,389.0,219953046,human,389
1.883695224241367,1.0,0.05368420636664439,311.5,223495843,human,623
2.3418314389616817,3.0,0.06413505328538034,878.0,224157523,human,878
1.4856846017374359,1.0,0.023218769329099845,2.782608695652174,224189473,human,640
1.2187323705616222,19.0,0.1393392913054793,352.0,224936,human,704
3.9592275856218966,11.0,0.0992442338728296,283.0,237682854,human,283
1.2825634155523638,16.0,0.11738492893788358,112.75,242852,human,451
1.9942969262969041,1.0,0.04944411030403839,960.9999999999999,244236,human,961
2.2695526689858627,3.0,0.07770976958781425,220.66666666666666,253405494,human,662
2.0483253430154726,50.0,0.17517872833185352,466.0,27281057,human,466
1.3894624930098183,1.0,0.0567571673260247,1050.0,275849,human,1050
1.073023016818446,2.0,0.09664043870622428,299.0,303209220,human,299
3.518166039052291,88.0,0.16963686043763437,634.0,305484,human,634
2.542400063821841,4.0,0.03106986390515683,176.66666666666666,311820,human,530
2.2023044125241005,7.0,0.19677178954399369,326.0,315836745,human,326
3.4799326871569045,56.0,0.050653107251504605,304.5,334159,human,609
1.9326447284522517,1.0,0.046383590854696434,954.0,341235,human,954
0.6952875283926723,1.0,0.08978420591595918,559.0,363560149,human,559
1.5265198679202479,3.0,0.039011602790719746,137.33333333333334,372518,human,412
0.6841818052763108,1.0,0.13651884862881075,260.0,376168733,human,260
1.9045690069829948,1.0,0.02588861848842693,116.28571428571429,379399457,human,814
2.1537342150332384,2.0,0.02387973607655499,1004.0,381539,human,1004
1.3289245011001682,8.0,0.21785802708053395,378.0,386626,human,378
3.399152816678536,32.0,0.19710090767739522,534.0,389622,human,534
0.846745188143819,2.0,0.17195894683988489,404.0,399612,human,404
1.1774970817052282,1.0,0.023249232605595367,598.0,400797,human,598
2.691715619245035,26.0,0.21004132014282734,536.0,411688,human,536
5.175864782291079,100.0,0.3534745453416139,752.0,41546,human,752
4.407414045293831,100.0,0.07310609679484681,423.0,416103,human,846
1.910025673622992,22.0,0.1751092977751228,775.0,41805,human,775
3.705597044461611,88.0,0.31589494722975225,868.0,41886,human,868
2.631432696771909,11.0,0.1257522814476114,882.9999999999999,42367,human,883
3.0942719623823693,1.0,0.02405360729447295,98.20000000000002,424079174,human,491
1.4158269307154747,9.0,0.07838221748439882,124.66666666666669,427332,human,374
1.381915580028896,13.0,0.1629381549366773,982.0000000000001,433313,human,982
1.5482696699858567,1.0,0.08711208730993629,558.0,438996,human,558
2.297758012730749,1.0,0.05040046823147282,1037.0,44737,human,1037
2.1713706675746414,46.0,0.19410764009773757,951.0,44870,human,951
4.038767698988356,100.0,0.06592321719382409,926.0,452995,human,926
1.2467415812358718,21.0,0.2868182371791435,316.5,46016,human,633
3.4482980213461767,70.0,0.1262146249000716,188.66666666666669,46093,human,566
2.0279706028658353,4.0,0.10699524955244091,404.0,467062,human,404
1.2018059559594552,1.0,0.16097519921694503,367.0,467829,human,367
1.3356078954688373,2.0,0.07915338748439066,946.0,471114,human,946
2.273998247327898,20.0,0.12193223673587013,353.0,47752,human,706
2.829121941407804,2.0,0.038996726177352385,39.909090909090914,482827421,human,439
1.9766500550346071,33.0,0.198752304465365,262.0,48389,human,786
3.9863524160730304,48.0,0.47910640189299175,384.0,48474,human,384
2.022856394049414,2.0,0.08236528042390272,839.9999999999999,486159336,human,840
2.38136943538313,22.0,0.22455454283095397,320.5,48832,human,641
1.926864540530295,2.0,0.07186976419245233,194.33333333333334,492498141,human,583
