a_id,n_events,n_retreat,n_stealth,verified,verified_stealth
1585930703,3,1,2,0.29395011327171394,0.05487839669654804
1587928377,7,0,7,0.37676600690233725,0.37676600690233725
1592771804,18,1,17,0.1094636066984278,0.16896730187704612
1593365570,17,0,17,0.11401195229354985,0.11401195229354985
1601054028,4,0,4,-5.726033920906898,-5.726033920906898
1605048648,3,0,3,-0.0036019042845031692,-0.0036019042845031692
1617102748,4,0,4,-0.0786843551988814,-0.0786843551988814
1709836916,2,0,2,-0.20744113469702086,-0.20744113469702086
1722770762,11,5,6,0.02738042717393249,0.10789789371182205
1761506622,1,0,1,-0.5766752338736523,-0.5766752338736523
1769736183,1,0,1,-0.2808385564655951,-0.2808385564655951
1771000163,12,2,10,3.938971242690039,3.7367607720572735
1771034425,2,0,2,-0.045495633449124606,-0.045495633449124606
1796419999,5,1,4,-0.4416122086345592,-0.09601606338002289
1820131988,1,0,1,-0.2007698985171733,-0.2007698985171733
1829050102,2,0,2,0.11924451896568011,0.11924451896568011
1830646420,3,1,2,0.28306208178717346,0.018088799411444256
1855320437,2,0,2,0.01585220705046808,0.01585220705046808
1868410263,4,0,4,0.5753185365118468,0.5753185365118468
1871183427,4,1,3,0.40286206813652103,0.0670588373920693
1880247611,1,1,0,-0.6294587182403963,
1911483289,1,0,1,0.25192418242270165,0.25192418242270165
1927879209,5,0,5,0.09285380291795775,0.09285380291795775
1928353954,2,0,2,-0.15218741500922817,-0.15218741500922817
1937099979,1,0,1,0.5298664881736377,0.5298664881736377
1982608547,4,1,3,-0.7388040042614498,-1.4544923754935493
2004412586,2,0,2,-0.07342529183222157,-0.07342529183222157
2004478653,5,2,3,-0.5491056733114712,-0.2750578757350623
2004478956,6,2,4,-0.3875508002021479,-0.10400597213190649
2004511914,3,0,3,0.23501797046321093,0.23501797046321093
2004731645,9,0,9,-0.14262795935075712,-0.14262795935075712
2004780153,8,0,8,-0.14107552012396257,-0.14107552012396257
2004869018,5,1,4,-0.35772506401713144,-0.22384818719960642
2005912533,2,1,1,-0.6839757765676481,-0.7208208951845798
2006029124,1,1,0,-0.914575504550733,
2006047477,1,0,1,-0.30254408733006977,-0.30254408733006977
2006423495,3,0,3,-0.031904563656951414,-0.031904563656951414
2006604953,2,1,1,-0.7139922407110377,-0.439821397439506
2006718594,1,0,1,-0.15500125037396084,-0.15500125037396084
2009239953,3,0,3,0.2524629147568351,0.2524629147568351
2009506179,6,0,6,0.2860784466847226,0.2860784466847226
2012596130,2,0,2,0.12550180838489566,0.12550180838489566
2021783674,1,0,1,-0.6711812967187671,-0.6711812967187671
2023219812,3,0,3,-0.04626612337778302,-0.04626612337778302
2065926040,5,1,4,-0.11138653913431051,0.03080897640991931
2069724493,8,3,5,-0.377773984498881,-0.15453934479763207
2074287762,5,1,4,0.46275725024330094,0.38137166436347586
2081633662,3,0,3,-0.09019006132989944,-0.09019006132989944
2124106158,1,0,1,0.061159436937943124,0.061159436937943124
